emp_no,first_name,last_name,from_date,title,salary
234617,Dekang,Jenevein,1992-01-29,Senior Staff,40598
234639,Morrie,Luck,1994-02-03,Senior Staff,50688
234643,Arvind,Schaar,1997-10-10,Engineer,40000
234663,Ravishankar,Kroon,1998-02-09,Engineer,48234
234668,Basem,Loncour,1992-08-19,Senior Engineer,53924
234676,Yaghout,Valiente,1999-01-12,Engineer,56529
234677,True,Juneja,1994-08-13,Senior Staff,53296
234690,Dmitri,Bridgland,1996-12-24,Senior Engineer,61316
234694,Stamatina,Bernatsky,2001-10-09,Senior Engineer,40000
234699,Sachio,Azumi,1996-02-04,Senior Staff,40000
234703,Deborah,Levasseur,2002-06-14,Engineer,58316
234709,Lena,Chandrasekhar,1998-05-04,Senior Staff,58833
234717,Heather,Feldhoffer,1994-08-28,Senior Engineer,44146
234718,Jasminko,Assaf,1991-10-11,Senior Staff,40000
234729,Collette,Kropatsch,1991-01-29,Technique Leader,40000
234740,DeForest,Schaar,1987-01-10,Senior Staff,45891
234756,Harjit,Hiltgen,1985-10-05,Senior Engineer,57396
234761,Lijia,Borstler,1999-09-02,Assistant Engineer,40000
234777,Hitofumi,Badache,1988-10-25,Staff,62306
234782,Yuriy,Pehl,1998-10-13,Senior Staff,73482
234797,Margo,Schoegge,1998-07-04,Senior Engineer,40000
234798,Susanna,Stanfel,1988-08-31,Staff,43959
234801,Jianhao,Perfilyeva,1986-07-08,Senior Staff,57278
234802,Yinlin,Debuse,1991-11-03,Senior Staff,40000
234804,Uriel,Sidou,1998-07-04,Engineer,40000
234809,Jacqueline,Baalen,1999-03-05,Staff,43823
234813,Dietrich,Tagansky,1986-10-14,Senior Engineer,46481
234816,Filipe,Langford,2002-07-13,Senior Engineer,51399
234827,Remzi,Srimani,1998-04-11,Senior Engineer,51666
234829,Gopalakrishnan,Pintelas,1992-10-17,Senior Engineer,41472
234847,Alexius,Wallrath,1986-05-28,Staff,40000
234848,Xiaobin,Bael,1986-11-06,Senior Engineer,40000
234853,Insup,Szemeredi,1985-03-12,Senior Engineer,40000
234854,Marit,Sevcikova,1998-07-13,Staff,86278
234874,Conal,Cronin,1991-02-16,Senior Engineer,53713
234891,Ravishankar,Erez,1995-01-20,Senior Staff,42006
234918,Kannan,Khalil,1988-01-21,Staff,60632
234929,Tonia,Chepyzhov,1996-09-28,Staff,65010
234930,Basant,Erev,1992-11-01,Senior Engineer,52784
234932,True,Brodie,1993-04-28,Senior Staff,80717
234934,Caolyn,Azumi,1996-05-09,Staff,52985
234941,Pohua,Ouhyoung,2001-11-29,Engineer,66765
234960,Aiman,Cappelli,1992-10-05,Senior Staff,40000
234962,Greger,Fujisaki,1993-10-06,Technique Leader,49911
234971,Sibyl,Munawer,1986-05-22,Engineer,40000
234979,Zejun,Dredge,1996-02-04,Staff,40000
234990,Mohamadou,Markovitch,1997-04-26,Engineer,61386
234993,Wuxu,Schade,1996-07-21,Senior Engineer,40000
234995,Mori,Talmon,1989-10-22,Technique Leader,42496
234996,Mark,Hasham,1997-05-07,Senior Engineer,40000
234998,Mayuko,Armand,1999-08-02,Senior Engineer,46890
235001,Anneke,Escriba,1999-11-25,Senior Engineer,40000
235006,Leon,Matzel,1988-05-08,Engineer,75885
235018,Guozhong,Basawa,1987-06-08,Senior Engineer,40000
235019,Tooru,Peir,1998-03-14,Staff,71634
235024,Sariel,VanScheik,1993-07-15,Senior Staff,74905
235028,Yucai,Juneja,1994-05-30,Senior Engineer,40000
235029,Satoru,Oaver,1998-08-04,Senior Staff,69773
235034,Toong,Rattan,1995-04-25,Staff,75664
235057,Yinghua,Portugali,1997-11-21,Staff,69969
235062,Takahito,Mapelli,1991-05-10,Senior Engineer,41653
235063,Noritoshi,Schwartzburd,1987-02-14,Senior Staff,70093
235078,Yoshinari,Ullian,1996-11-18,Senior Engineer,48112
235084,Karsten,DeMori,1991-10-02,Engineer,40000
235088,Gilbert,Mersereau,1993-11-02,Senior Staff,73803
235098,Christ,Murtha,1992-05-03,Senior Staff,63959
235107,DAIDA,Comellas,1993-06-16,Senior Engineer,67549
235110,Boriana,Biran,1993-08-17,Senior Staff,56847
235115,Sandeepan,Byoun,1993-12-30,Senior Staff,44968
235134,Masami,Bratsberg,1989-09-14,Senior Staff,92556
235136,Parto,Azuma,1997-06-13,Senior Engineer,43315
235146,Bader,Marrevee,1997-06-12,Senior Staff,40000
235148,Mountaz,Rouquie,1991-09-23,Senior Engineer,79869
235177,Deborah,Petereit,1994-05-31,Engineer,65199
235180,Mototsugu,Bade,1991-03-15,Senior Staff,59038
235184,Irene,Marakhovsky,2000-03-11,Senior Engineer,40000
235190,Matt,Provine,1989-07-06,Engineer,64609
235197,Abdelwaheb,Baig,1987-05-22,Senior Staff,46322
235215,Toshimori,Fetvedt,1995-09-14,Senior Staff,40000
235225,Aloke,Binding,1994-01-15,Senior Staff,49519
235232,Ramzi,Spinelli,1996-09-25,Senior Engineer,53359
235236,Kotesh,Furudate,1996-11-01,Engineer,66177
235239,Temple,Lundstrom,1987-02-27,Senior Engineer,50267
235245,Alassane,Denny,1999-05-19,Senior Engineer,47907
235263,Fusako,Apsitis,1996-02-01,Senior Staff,40000
235267,Troy,Anido,2001-03-02,Senior Engineer,51382
235270,Nadjib,Matzke,2000-07-13,Senior Engineer,40000
235271,Gregory,Azuma,1991-08-20,Senior Staff,54518
235275,Stafford,Perly,1994-07-10,Technique Leader,40000
235280,Yifei,Pelc,2000-06-19,Senior Staff,40000
235282,Falguni,Munch,1997-06-08,Engineer,40000
235285,Diederik,Morrey,1993-12-27,Senior Engineer,45007
235286,Gian,Condotta,1990-11-13,Senior Staff,46462
235287,Arco,Glowinski,1993-07-16,Senior Engineer,41015
235291,Arto,Fontet,1996-04-16,Engineer,45862
235317,Sorina,Gerteisen,1995-10-23,Senior Staff,79863
235326,Abdelwaheb,Gustavson,1995-01-08,Senior Engineer,66235
235330,KayLiang,Nooteboom,1988-03-15,Engineer,68591
235337,Gian,Sidou,1990-10-18,Senior Engineer,40000
235344,Cristinel,Burnard,1988-12-07,Engineer,40000
235348,Jinya,Merro,1997-11-11,Engineer,69638
235356,Uri,Hempstead,1992-09-07,Senior Engineer,40000
235359,Badri,Snyers,2000-12-24,Senior Staff,60824
235360,Lein,Castellani,1996-11-26,Senior Staff,42647
235364,Marie,Keohane,1987-01-04,Senior Staff,88610
235366,Xinyu,Esteva,1997-02-01,Technique Leader,40000
235367,Lucien,Wrigley,2001-06-26,Senior Engineer,70719
235371,Tzu,Merle,1993-04-25,Senior Engineer,49435
235377,Guther,Kusalik,1994-04-21,Senior Staff,83863
235382,Ghassan,Pillow,1994-07-07,Senior Staff,74123
235386,Eirik,Egerstedt,1999-08-05,Senior Staff,40000
235393,Mara,Gill,1993-04-12,Senior Engineer,57065
235394,Visit,Ecklund,1991-10-05,Senior Staff,40000
235400,Tristan,England,2001-03-19,Senior Engineer,40000
235404,Chinho,Stentiford,1993-10-19,Senior Engineer,68426
235410,Ronnie,Highland,1993-02-02,Senior Staff,42822
235411,Mingzeng,Litzler,1988-04-12,Staff,81589
235425,Deborah,Schiper,1994-12-24,Senior Staff,49285
235435,Pranay,Coullard,1995-10-23,Senior Staff,40000
235450,Hidekazu,Mawatari,1994-06-30,Technique Leader,56599
235454,Guadalupe,Lally,1989-11-05,Senior Engineer,51814
235460,Inderjeet,Giarratana,1998-03-13,Senior Staff,57434
235475,Kiyotoshi,Eldridge,1987-06-27,Senior Engineer,62254
235482,Babette,Poulakidas,1995-11-26,Senior Staff,65625
235486,Tse,Bahr,1993-02-09,Senior Engineer,44307
235488,Tommaso,Reinhart,1997-04-30,Senior Staff,40000
235506,Jaber,Shokrollahi,1994-09-13,Senior Engineer,40000
235512,Bodh,Ranka,1997-08-23,Senior Staff,40000
235524,Jolita,Itzigehl,1990-08-20,Senior Staff,90544
235531,Shuji,Veevers,1988-09-08,Staff,40000
235545,Fatemeh,Collette,1992-07-06,Senior Engineer,40000
235548,Muneo,Nanard,1994-03-08,Senior Staff,40000
235554,Kyoichi,Bage,1996-11-16,Engineer,40000
235558,Lein,Billawala,1990-11-14,Senior Staff,40000
235562,Doohun,Beerel,2000-01-24,Staff,70256
235565,Suvo,Hopewell,1997-11-21,Senior Engineer,40000
235566,Xuedong,Kleiser,1992-04-22,Senior Staff,61109
235568,Izaskun,Trachtenberg,1999-04-22,Senior Engineer,61258
235570,Suzette,Swist,1994-03-16,Senior Engineer,50341
235573,Adil,Stamatiou,1997-02-07,Senior Staff,62788
235594,Yannik,Heemskerk,1999-08-01,Senior Engineer,48985
235597,Makato,Kobara,1996-04-06,Senior Engineer,40000
235601,Fun,Angel,1993-10-15,Senior Engineer,40000
235605,Aron,Rajaraman,1993-01-09,Senior Engineer,40000
235608,Jiong,Vadhan,2001-07-02,Senior Engineer,40000
235609,Aamer,Talmor,1992-03-11,Senior Staff,53897
235626,Mizuhito,Loncour,1985-11-30,Senior Staff,65474
235629,Aleksander,Perz,1987-04-30,Engineer,74005
235631,Yechezkel,Khamsi,1990-11-14,Staff,61868
235643,Bernardo,Gyimothy,1995-03-29,Senior Staff,58856
235645,Mona,Carrere,1985-11-26,Senior Staff,107299
235653,Hugo,Sluis,1987-06-03,Engineer,75996
235658,Adil,Gyorkos,1995-06-28,Senior Staff,57958
235659,Hideyuki,Lanzelotte,1999-12-20,Assistant Engineer,51011
235661,Along,Menhardt,1994-04-10,Senior Staff,81857
235665,Geraldo,Lukaszewicz,1992-03-28,Senior Staff,41033
235678,Lenore,Tomescu,1994-07-05,Senior Engineer,79110
235684,Horward,Georgatos,1999-05-13,Senior Engineer,48577
235706,Shuichi,Fendler,1988-04-01,Senior Engineer,40000
235708,Jayesh,Backhouse,1995-01-26,Senior Staff,40000
235710,Sachem,Bonifati,1996-07-12,Senior Staff,82460
235720,Wilmer,Lores,1993-07-06,Senior Staff,40000
235731,Rosalyn,Gill,1992-09-14,Senior Staff,40000
235735,Miquel,Lagarias,1991-10-13,Senior Engineer,40000
235740,Arco,Baer,2002-07-26,Senior Staff,86294
235773,Georgi,Schonegge,1993-04-18,Senior Engineer,47507
235775,Chriss,Driscoll,1995-12-23,Senior Staff,90098
235776,Christoph,Brickell,1993-07-30,Senior Staff,40000
235786,Przemyslawa,Schlumberger,1999-06-18,Staff,73252
235790,Shigehiro,Hofting,1999-05-03,Assistant Engineer,44937
235800,Huan,Belinskaya,1997-11-23,Engineer,40000
235824,Sedat,Thimonier,1985-05-26,Engineer,47798
235826,Frazer,Kolinko,1986-12-10,Technique Leader,67284
235834,Kish,Ducloy,1995-07-30,Senior Engineer,65274
235837,Danai,Cannata,1987-08-05,Senior Staff,40000
235841,Stafford,Ibel,1994-12-19,Staff,40594
235862,Neven,Openshaw,1997-12-28,Senior Engineer,68577
235881,Hercules,Ginesta,1998-02-28,Engineer,45445
235884,Berry,Ishibashi,1994-05-17,Senior Engineer,44759
235899,Toshiko,Picht,1999-12-02,Engineer,49109
235905,Zeljko,Riefers,1988-04-09,Senior Staff,79462
235908,Eckart,Denti,1986-11-24,Senior Engineer,40000
235937,Moto,Atchley,1993-02-17,Senior Engineer,48437
235951,Gen,Unno,1989-03-24,Senior Engineer,44496
235952,Hiroyasu,Roohalamini,1991-11-24,Senior Staff,46506
235957,Kwangho,Ulupinar,1987-03-21,Senior Staff,57563
235980,Cullen,Serre,1993-09-14,Senior Engineer,57748
236015,Matt,Kroll,1990-05-01,Senior Engineer,52460
236019,Nishit,Gerlach,1995-05-12,Senior Engineer,66788
236022,Mayuri,Harnett,1995-07-02,Senior Staff,54750
236030,Rosli,Varley,1993-12-23,Assistant Engineer,53780
236038,Aiichiro,Alpin,1995-10-08,Senior Engineer,40000
236041,Girolamo,Nergos,1992-08-12,Senior Staff,66702
236050,Yoshinari,Marchesini,1995-11-03,Senior Engineer,64245
236059,Jiakeng,Zallocco,1992-11-09,Senior Engineer,48436
236062,Constantijn,Joslin,1998-11-28,Senior Engineer,40000
236067,Radoslaw,Collette,1994-07-25,Senior Engineer,47781
236075,Garnik,Barinka,1987-09-04,Engineer,47637
236083,Marl,Scharstein,1996-12-10,Engineer,48235
236097,Hatim,Serot,1986-06-24,Staff,64289
236105,Genevieve,Kleiser,1995-11-07,Senior Engineer,40000
236118,Aleksandar,Conti,1996-06-16,Senior Engineer,41991
236119,Emran,Schwartzburd,1991-08-27,Senior Staff,84041
236125,Abdulah,Jumpertz,1991-04-06,Senior Engineer,59417
236126,Steve,Thambidurai,1995-12-05,Staff,43617
236130,Aram,Trumbly,1986-01-07,Senior Engineer,52766
236137,Jahangir,Emmerich,1993-10-22,Staff,40000
236154,Shmuel,Demeyer,1994-10-18,Senior Staff,65424
236168,Kyoichi,Hopewell,1995-11-23,Senior Engineer,50730
236178,Teiji,Vadhan,1990-07-16,Technique Leader,41656
236185,Waiman,Rosen,1990-02-06,Senior Staff,65159
236187,Bokyung,Pollock,1997-03-29,Senior Staff,45247
236190,Ugo,Lichtner,1998-10-02,Senior Engineer,49175
236192,Abdelkader,Whitcomb,1993-11-13,Senior Engineer,49430
236203,Shahab,Suermann,1997-08-27,Senior Engineer,40000
236208,Mayuri,Plavsic,1997-07-24,Staff,55572
236211,Przemyslawa,Zolotykh,1998-07-10,Engineer,40252
236224,Jolita,Iisaka,1994-06-24,Senior Engineer,41857
236228,Gal,Baez,1998-08-05,Staff,40000
236236,Pranjal,Melichar,1986-04-13,Technique Leader,40000
236243,Jinxi,Daescu,1993-06-16,Senior Staff,60650
236246,Hidekazu,Pena,1994-01-03,Senior Staff,51006
236247,Chaitali,Staudhammer,1995-03-06,Senior Engineer,48540
236258,Goh,Shackell,1991-09-18,Senior Engineer,49934
236259,Baruch,Mondadori,1994-05-11,Senior Staff,79189
236267,Uriel,Remmele,2001-03-10,Senior Engineer,45148
236272,Chirstian,Litvinov,1992-03-04,Senior Engineer,40000
236285,Takahito,Erni,1994-02-10,Senior Engineer,40000
236286,Kasturi,Sidou,1995-07-07,Staff,45964
236287,Babette,Butner,1998-02-21,Engineer,54790
236290,Ingmar,Sichman,2000-05-06,Senior Engineer,40000
236293,Brendon,Rosiles,1995-08-08,Engineer,40836
236294,Christ,Khalil,1998-10-01,Senior Staff,47072
236299,Jeane,Vingron,1990-10-05,Senior Engineer,59511
236303,Wilmer,Michaels,1991-09-19,Senior Staff,40000
236328,Chinhyun,Nations,1996-10-05,Senior Engineer,40000
236329,Bodo,Rosay,1999-08-30,Senior Engineer,46501
236331,Golgen,Pettit,1996-01-06,Staff,75322
236332,Jeanne,Berstel,1987-07-06,Senior Staff,61432
236373,Mahendra,Fujisaki,1998-09-22,Staff,59281
236381,Breannda,Stavenow,1991-11-12,Senior Staff,72950
236383,Magdalena,Figueira,1991-10-26,Technique Leader,40000
236385,Przemyslawa,Marciano,1986-01-24,Senior Staff,40000
236386,Jiong,Yetto,1999-07-22,Technique Leader,40000
236392,Constantine,Schade,1994-03-16,Senior Staff,58463
236393,Jaana,Peternell,1996-07-23,Senior Engineer,40000
236396,Zhonghui,Spataro,1989-06-02,Senior Staff,54241
236398,Satyanarayana,Ciolek,1995-02-02,Engineer,43762
236413,Elzbieta,Awdeh,1986-10-19,Senior Engineer,59649
236414,Shigehiro,Barbanera,1996-11-12,Senior Engineer,40000
236417,Nikolaus,Beilner,1997-01-26,Senior Staff,68215
236426,JoAnna,Grospietsch,1998-10-21,Engineer,40000
236441,Salvador,Bednarek,1999-12-18,Senior Engineer,58465
236447,Achilleas,Vasanthakumar,1997-01-20,Senior Staff,59038
236451,Taegyun,Mahmud,2002-01-15,Senior Staff,40000
236466,Yinghua,Krohn,1987-09-26,Senior Staff,54563
236470,Debaprosad,Vendrig,1993-01-04,Senior Engineer,53964
236494,Leon,Katiyar,1988-03-24,Engineer,40000
236496,Dhritiman,Lyonns,1992-09-05,Senior Engineer,40000
236508,Subir,Salinas,2000-02-08,Senior Staff,42833
236555,Adamantios,Luga,1999-08-16,Senior Staff,61592
236557,Zhonghua,Markovitch,1995-03-25,Senior Engineer,41022
236558,Rosalie,Asmuth,1985-09-11,Senior Staff,40000
236574,Jacqueline,Munch,1990-05-09,Senior Engineer,54092
236581,Gurbir,Oxenboll,1993-12-16,Senior Staff,75528
236602,Temple,Baak,1995-05-18,Senior Engineer,75448
236607,Geraldo,Lorcy,1999-06-17,Senior Engineer,75030
236609,Denny,Luks,1993-05-21,Senior Staff,52850
236615,Geoffrey,Kuszyk,1994-01-21,Senior Engineer,58290
236634,Mohd,Falster,1998-12-06,Senior Staff,54855
236639,Marsal,Lorin,1986-11-13,Senior Staff,61490
236652,Kayoko,Sidje,1988-03-30,Senior Engineer,69774
236679,Rajmohan,Fontet,1992-10-07,Senior Staff,78365
236691,Hatim,Pramanik,1996-01-12,Staff,40000
236696,Xiaoheng,Cappelli,1995-06-11,Senior Engineer,51766
236698,Kokou,Ramaiah,1992-04-11,Technique Leader,40000
236708,Pascal,Bennet,2001-11-20,Engineer,70431
236720,Moty,Savasere,1993-09-11,Senior Staff,40000
236727,Duri,Staylopatis,1997-11-04,Staff,78534
236732,Gladys,Thiria,1997-06-20,Senior Engineer,43941
236733,Ziva,Pero,1994-03-17,Senior Staff,58380
236740,Shahaf,Bergere,1996-05-02,Senior Engineer,41743
236743,Muneo,Terwilliger,1993-12-18,Senior Engineer,40000
236764,Ibibia,Ulupinar,2001-02-22,Senior Staff,46095
236767,Faiza,Stifter,1995-05-10,Engineer,40814
236787,Suebskul,Rathonyi,1995-04-26,Senior Staff,63515
236789,Takanari,Lammel,1997-07-17,Engineer,58529
236795,Arno,Trystram,1998-05-18,Senior Staff,41363
236800,Yoshimitsu,Cmelik,1991-07-17,Senior Staff,77518
236812,Xiaoheng,Azadmanesh,1993-12-20,Senior Engineer,64704
236837,Mabhin,Qiwen,1989-10-20,Senior Engineer,49932
236839,Billur,Goldhammer,1987-11-19,Staff,46978
236848,Vincent,Marwedel,2001-06-07,Senior Engineer,40102
236856,JoAnne,Couchot,1998-06-01,Senior Engineer,45157
236858,Haldun,Bharadwaj,1986-07-12,Technique Leader,40000
236860,Jaewoo,Skafidas,1998-04-16,Assistant Engineer,55329
236878,Lech,Savasere,1997-03-09,Senior Engineer,75774
236893,Mong,Douceur,1985-09-21,Staff,58557
236906,Aluzio,Otillio,1998-12-09,Senior Engineer,49816
236910,Jordanka,Orsini,1997-07-09,Staff,65269
236925,Leaf,Argence,1998-10-08,Senior Staff,74300
236936,Hironobu,Schusler,1990-06-27,Senior Engineer,40000
236938,Elgin,dAstous,1999-07-20,Engineer,70270
236957,Marsal,Matzen,1991-05-27,Senior Staff,50525
236972,Nishit,Ouhyoung,1995-03-03,Senior Staff,69064
236978,Honesty,Acton,1994-09-29,Senior Staff,54784
236995,Mari,Brender,1985-12-19,Senior Staff,40000
236997,Moss,Peral,2000-02-26,Senior Engineer,57741
237008,Giap,Roisin,1999-09-08,Senior Engineer,40000
237012,Berhard,Narwekar,1995-07-19,Senior Engineer,43723
237022,Ibibia,Gopalakrishnan,1992-12-15,Senior Staff,40000
237034,Chikako,Papadias,1997-10-05,Senior Staff,40000
237047,Akeel,Peres,1996-02-23,Senior Staff,85866
237059,Haldon,Horswill,1992-02-11,Senior Staff,40000
237064,Shrikanth,Frezza,1996-02-21,Senior Engineer,49635
237073,Cheong,Moehrke,1994-03-28,Senior Staff,40000
237078,Khalid,Braccini,1992-10-17,Technique Leader,40000
237085,Sedat,Cesareni,1988-10-13,Senior Engineer,40000
237093,Demos,Ranum,1986-04-28,Technique Leader,40000
237095,Babette,Luck,1998-01-14,Senior Staff,40000
237110,Yishay,Bardell,1998-06-03,Staff,40000
237128,Nalini,Zschoche,1987-12-22,Senior Staff,46994
237134,Nitsan,Aloisi,1996-02-06,Senior Staff,48296
237136,Stabislas,Poulakidas,1993-11-16,Senior Engineer,60705
237142,Dung,Schiper,1993-03-11,Senior Staff,40000
237153,Douadi,Lukaszewicz,1994-07-15,Senior Staff,40000
237154,Makato,Bardell,1986-09-25,Senior Staff,61073
237156,Khedija,Berendt,1995-03-15,Senior Staff,40000
237158,Shaowei,Hertweck,1999-12-23,Staff,66731
237159,KayLiang,Turnbull,1996-03-20,Senior Engineer,40000
237160,Akeno,Rande,1994-08-13,Senior Engineer,83546
237175,Adil,Reutenauer,1994-12-14,Senior Staff,53992
237178,Kiyokazu,Anick,1998-03-05,Senior Staff,48903
237179,Leen,Ernst,1998-08-24,Staff,54027
237186,Mingzeng,Selenyi,1995-02-28,Senior Staff,55573
237187,Prodip,Ariola,1998-02-21,Staff,70522
237193,Premal,Birjandi,2001-07-08,Senior Engineer,40000
237196,Abdelkader,England,1986-05-10,Staff,98658
237202,Hongzhu,Hettesheimer,1992-04-24,Senior Staff,67823
237218,Kirk,Cullers,1995-12-06,Staff,41934
237219,Terresa,Chenney,1999-03-19,Staff,40000
237221,Magy,Krohm,1985-08-09,Technique Leader,40000
237227,Jasminko,Baba,1997-08-15,Senior Staff,40000
237234,Martins,Stavenow,1998-12-24,Engineer,53757
237240,Jianhua,Trumbly,1995-12-29,Engineer,56743
237253,Jianhao,Bisiani,1997-01-16,Senior Staff,74532
237262,Jagoda,Otillio,2001-10-15,Senior Engineer,56928
237263,Jaroslava,Nivat,1997-01-03,Senior Engineer,40000
237291,Jackson,Gecsei,1993-06-26,Senior Staff,44109
237303,LiMin,Herbst,1986-05-19,Senior Staff,40000
237310,Beshir,Polajnar,1997-07-18,Senior Staff,40000
237324,Susanna,Lorin,1999-06-10,Technique Leader,50399
237325,Jayson,Passino,1999-07-28,Senior Staff,62274
237337,Heekeun,Vuskovic,1995-08-09,Senior Staff,69278
237340,Aris,Negoita,1990-07-22,Senior Staff,75163
237343,Ottavia,Zolotykh,1997-04-20,Senior Engineer,58778
237348,Dhritiman,Imataki,1988-10-27,Senior Staff,40000
237364,Lunjin,Birsak,1990-11-09,Senior Staff,40000
237365,Aram,Syrzycki,1990-08-02,Senior Engineer,40000
237376,Takanari,Diderrich,1996-10-14,Senior Engineer,49056
237378,Tsz,Tyugu,1995-12-06,Senior Engineer,46422
237393,Limsoon,Penttonen,1997-01-19,Staff,80589
237413,Basim,Sabnani,1985-10-25,Engineer,46545
237418,Arvind,Stiles,1986-10-18,Senior Engineer,72517
237419,Bernd,Trachtenberg,1993-07-28,Senior Engineer,53503
237438,Junichi,Kading,1985-10-24,Senior Staff,91224
237445,Beshir,Furedi,1996-06-02,Engineer,49551
237449,Zita,Edelhoff,1985-10-06,Technique Leader,40000
237454,Sivanarayana,Zielinski,1996-01-12,Engineer,52158
237460,Masami,Ramsey,2001-09-21,Senior Staff,43009
237461,Mohua,Dusink,1988-04-02,Senior Staff,42884
237463,Becky,Buescher,1997-08-29,Engineer,52885
237472,Rosita,Grospietsch,1997-02-07,Senior Staff,40000
237474,Tetsurou,Poulakidas,1994-01-09,Senior Engineer,41814
237476,Khalil,Vilarrasa,1996-06-19,Staff,52035
237477,Werner,Lindqvist,1997-09-27,Engineer,53183
237479,Patricio,Comyn,2001-09-15,Senior Staff,41618
237480,Achilleas,Ranai,1996-04-20,Senior Engineer,40000
237483,Morrie,Zumaque,1999-12-09,Senior Engineer,40000
237486,Mountaz,Sevcikova,1988-06-03,Staff,68215
237488,Padma,Ishibashi,1995-07-15,Senior Engineer,51911
237495,Etsuo,Gluchowski,1987-03-05,Engineer,68257
237497,Turgut,Stavenow,1992-09-19,Senior Staff,40000
237499,Shichao,Vickson,1995-08-24,Senior Engineer,55887
237511,Pascal,Bashian,1990-05-27,Senior Engineer,40000
237512,Guozhong,Berztiss,1994-11-29,Senior Engineer,68339
237519,Mayuri,Pearson,2001-08-10,Senior Engineer,52770
237536,Candida,Horswill,1991-10-06,Technique Leader,40000
237537,Avishai,Jarecki,1991-01-18,Senior Staff,44606
237542,Weicheng,Hatcliff,1991-04-12,Senior Staff,108963
237546,Guttorm,Clemencon,1988-08-05,Senior Staff,61298
237547,Vasiliy,Tramer,1998-07-21,Engineer,48068
237548,Khalil,Cappelletti,1988-03-16,Senior Staff,61731
237557,Katsuyuki,Orlowska,1991-02-11,Senior Engineer,40000
237558,Nikolaos,Riefers,1988-12-04,Senior Staff,56979
237570,Ennio,Perng,1998-08-17,Senior Staff,55597
237571,Ronghao,Schaad,2001-06-14,Senior Staff,45528
237572,Jiong,Codenie,1994-10-13,Senior Engineer,59249
237576,Alper,Andreotta,1993-06-05,Senior Staff,40000
237581,Jiang,Szemeredi,1996-07-11,Senior Staff,76279
237585,Elzbieta,Kawashima,1999-10-29,Senior Staff,81223
237591,Halsur,Serov,1993-11-24,Senior Engineer,40000
237598,Tse,Ghelli,1996-12-21,Staff,43050
237638,JoAnne,Kaminger,1992-07-02,Senior Engineer,40000
237643,Premsyl,Begiun,1993-07-24,Senior Engineer,71029
237658,Indrajit,Baik,1994-10-13,Senior Engineer,52856
237663,Junsik,Onuegbe,1997-12-24,Assistant Engineer,65958
237666,Geoffrey,Ranze,1993-04-23,Senior Staff,63937
237671,Reinhard,Cangellaris,1995-08-10,Senior Engineer,59199
237673,Gio,Reistad,1998-04-03,Senior Staff,40000
237679,Ramalingam,Chaudhury,1994-06-13,Senior Engineer,44361
237681,Shem,Berztiss,1995-04-09,Senior Engineer,46689
237693,Matt,Veeraraghavan,1986-09-03,Senior Engineer,51130
237706,Candido,Provine,1997-10-24,Engineer,40000
237717,Owen,Heping,1986-03-30,Technique Leader,40000
237719,Taizo,Liesche,1988-04-23,Engineer,40000
237721,Vincent,Liesche,1995-08-07,Senior Engineer,40000
237724,Fumiyo,Birch,1992-08-21,Senior Staff,40000
237730,Hatsukazu,Domenig,2001-06-12,Senior Engineer,40000
237737,Tua,Hoogerwoord,1985-09-24,Assistant Engineer,40000
237740,Fan,Birrer,1995-04-29,Engineer,41659
237741,Jovan,Sankaranarayanan,1994-12-26,Senior Staff,40000
237767,Sanjay,Kalefeld,1998-08-19,Staff,47865
237769,Herb,Daescu,1995-12-22,Senior Staff,55234
237773,Eberhardt,Iwayama,1991-06-04,Senior Engineer,50863
237777,Anneli,Fiebach,1998-01-12,Senior Staff,70035
237787,Bernardo,Isaac,1985-10-10,Senior Staff,40000
237790,Yannik,Bierbaum,1996-04-04,Technique Leader,41788
237794,Fei,Morrin,1991-09-02,Senior Staff,94146
237802,Pasqua,Fargier,1998-07-04,Technique Leader,64908
237803,Lihong,Baranowski,1986-08-04,Senior Engineer,49449
237812,Xiadong,Gischer,1998-11-06,Staff,63218
237820,Jiakeng,Rosiles,1988-07-29,Senior Engineer,78384
237831,Pramod,Oaver,1999-09-19,Senior Engineer,45187
237863,Manohar,Kushnir,1997-04-26,Engineer,40000
237874,Otmar,Castellani,1998-05-05,Senior Staff,48262
237892,Pohua,Dechter,1991-04-21,Senior Engineer,52594
237894,Jiang,Dalton,1993-10-04,Staff,78749
237900,Elgin,Rajala,1995-01-25,Senior Engineer,40000
237902,Ingemar,Francisci,1996-12-02,Engineer,60223
237917,Kendra,Schaad,1992-06-16,Senior Engineer,51828
237923,Gudjon,Straney,1986-02-02,Senior Engineer,40000
237930,Constantijn,Luef,1986-09-30,Senior Engineer,61991
237931,Caolyn,Baaz,1992-04-10,Senior Engineer,51258
237959,Van,Huxford,1990-11-14,Senior Staff,46953
237965,Toong,Solovay,1994-11-19,Senior Staff,40000
237971,Seongbin,Steenbeek,2001-10-09,Senior Engineer,45975
237995,Irene,Rassart,1995-07-25,Senior Engineer,56629
238004,Mariusz,Reeken,1992-11-02,Senior Staff,64928
238008,Owen,Kornatzky,1996-06-17,Senior Staff,47094
238018,Amabile,Radhakrishnan,1992-02-19,Technique Leader,40000
238021,Marjo,Prochazka,1993-01-27,Senior Engineer,40000
238029,Chaosheng,Choobineh,1986-07-20,Senior Engineer,46026
238032,Filipe,Srimani,1986-10-02,Senior Engineer,41111
